PROPERTY: Calculated Density (g/cm$^3$),PROPERTY: Test temperature ($^\circ$C),PROPERTY: YS (MPa),PROPERTY: Calculated Young modulus (GPa),PROPERTY: Type of test::C,PROPERTY: Type of test::T,PROPERTY: Processing method::CAST,PROPERTY: Processing method::WROUGHT,PROPERTY: Processing method::ANNEAL,PROPERTY: Processing method::OTHER,PROPERTY: Processing method::POWDER,PROPERTY: Microstructure::BCC,PROPERTY: Microstructure::FCC,FORMULA::Al,FORMULA::Co,FORMULA::Fe,FORMULA::Ni,FORMULA::Si,FORMULA::Cr,FORMULA::Mn,FORMULA::Mo,FORMULA::Nb,FORMULA::Cu,FORMULA::Ti,FORMULA::V,FORMULA::Ta,FORMULA::Zr,FORMULA::Hf,FORMULA::W,FORMULA::Zn,FORMULA::Re,FORMULA::Mg
8.1,25,372,203,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8.1,25,322,203,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8.4,25,333,202,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8.4,25,601,202,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8.4,25,321,202,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8.4,25,267,202,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8.7,25,745,213,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0
8.7,25,623,213,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0
8.7,25,387,213,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0
8.7,25,330,213,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0
8.2,25,631,226,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8.2,25,494,226,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8.2,25,448,226,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8.2,25,273,226,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8.2,25,172,226,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8.1,25,518,238,0,1,0,1,0,0,0,0,1,0,0.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8.1,25,462,238,0,1,0,1,0,0,0,0,1,0,0.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8.1,25,395,238,0,1,0,1,0,0,0,0,1,0,0.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8.1,25,356,238,0,1,0,1,0,0,0,0,1,0,0.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,25,210,220,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8,25,1150,220,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8,25,1300,220,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8,25,1050,220,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8,25,560,220,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8,25,520,220,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8,25,320,220,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8,25,280,220,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8.4,-196,419,202,0,1,1,0,0,0,0,0,1,0,0.5,0.5,1,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0
8.4,-70,350,202,0,1,1,0,0,0,0,0,1,0,0.5,0.5,1,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0
8.4,20,252,202,0,1,1,0,0,0,0,0,1,0,0.5,0.5,1,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0
8.4,600,214,202,0,1,1,0,0,0,0,0,1,0,0.5,0.5,1,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0
8.4,700,212,202,0,1,1,0,0,0,0,0,1,0,0.5,0.5,1,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0
8.4,800,187,202,0,1,1,0,0,0,0,0,1,0,0.5,0.5,1,0,0,0,0.1,0,0,0,0.25,0,0,0,0,0,0,0
13.7,25,896,298,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0.5,0
7.4,23,520,185,0,1,0,0,1,0,0,0,1,0.278,0.694,0.417,1,0,0.222,0,0,0,0,0.167,0,0,0,0,0,0,0,0
7.4,600,470,185,0,1,0,0,1,0,0,0,1,0.278,0.694,0.417,1,0,0.222,0,0,0,0,0.167,0,0,0,0,0,0,0,0
7.4,700,461,185,0,1,0,0,1,0,0,0,1,0.278,0.694,0.417,1,0,0.222,0,0,0,0,0.167,0,0,0,0,0,0,0,0
7.4,800,445,185,0,1,0,0,1,0,0,0,1,0.278,0.694,0.417,1,0,0.222,0,0,0,0,0.167,0,0,0,0,0,0,0,0
7.4,900,219,185,0,1,0,0,1,0,0,0,1,0.278,0.694,0.417,1,0,0.222,0,0,0,0,0.167,0,0,0,0,0,0,0,0
7.4,23,627,185,0,1,0,0,1,0,0,0,1,0.278,0.694,0.417,1,0,0.222,0,0,0,0,0.167,0,0,0,0,0,0,0,0
7.4,600,594,185,0,1,0,0,1,0,0,0,1,0.278,0.694,0.417,1,0,0.222,0,0,0,0,0.167,0,0,0,0,0,0,0,0
7.4,700,547,185,0,1,0,0,1,0,0,0,1,0.278,0.694,0.417,1,0,0.222,0,0,0,0,0.167,0,0,0,0,0,0,0,0
7.4,800,399,185,0,1,0,0,1,0,0,0,1,0.278,0.694,0.417,1,0,0.222,0,0,0,0,0.167,0,0,0,0,0,0,0,0
7.4,900,243,185,0,1,0,0,1,0,0,0,1,0.278,0.694,0.417,1,0,0.222,0,0,0,0,0.167,0,0,0,0,0,0,0,0
7.9,25,401,208,0,1,0,1,0,0,0,0,1,0,0.286,1,0.714,0,0.429,0.143,0,0,0,0,0.286,0,0,0,0,0,0,0
7.9,25,350,208,0,1,0,1,0,0,0,0,1,0,0.286,1,0.714,0,0.429,0.143,0,0,0,0,0.286,0,0,0,0,0,0,0
7.9,25,312,208,0,1,0,1,0,0,0,0,1,0,0.286,1,0.714,0,0.429,0.143,0,0,0,0,0.286,0,0,0,0,0,0,0
7.9,25,240,208,0,1,0,1,0,0,0,0,1,0,0.286,1,0.714,0,0.429,0.143,0,0,0,0,0.286,0,0,0,0,0,0,0
7.9,25,210,208,0,1,0,1,0,0,0,0,1,0,0.286,1,0.714,0,0.429,0.143,0,0,0,0,0.286,0,0,0,0,0,0,0
6.5,25,1223,94,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
8.4,25,1000,89,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
6.5,800,462,94,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
8.4,800,303,89,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
6.5,1000,218,94,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
8.4,1000,154,89,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
8.2,25,163,226,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8.9,25,335,238,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.2,0,0,0
7.8,25,62,200,0,1,0,1,0,0,0,0,1,0.15,0,0.5,1,0,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0
7.8,25,540,214,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0.3,0,0,0,0,0,0,0,0
7.8,25,586,213,0,1,0,1,0,0,0,0,1,0,0.333,0.667,1,0,0.667,0,0,0,0,0.2,0,0,0,0,0,0,0,0
7.8,25,672,212,0,1,0,1,0,0,0,0,1,0,0,0.5,1,0,0.5,0,0,0,0,0.15,0,0,0,0,0,0,0,0
10,20,573,136,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
10,100,486,136,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
10,200,378,136,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
10,300,314,136,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
10,400,232,136,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
10,600,222,136,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
10,800,210,136,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
10,1000,160,136,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
8.2,20,1152,120,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
8.2,200,740,120,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
8.2,100,740,120,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
10,20,1210,179,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
10,60,1071,179,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
10,100,1029,179,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
10,200,868,179,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
10,300,732,179,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
10,400,685,179,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
10,600,593,179,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
10,800,564,179,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
10,1000,539,179,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
12.1,20,1054,198,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
12.1,100,968,198,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
12.1,200,869,198,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
12.1,300,754,198,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
12.1,400,627,198,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
12.1,600,596,198,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
12.1,800,564,198,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
12.1,1000,459,198,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
10.9,20,860,119,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
10.9,20,834,119,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
10.9,200,610,119,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
10.9,600,473,119,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
7.6,20,1630,196,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
7.6,200,1268,196,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
7.6,400,1115,196,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
7.6,600,1062,196,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
7.6,800,1058,196,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
6.5,25,1160,100,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0.5,0.25,0,0,0,0
6.5,600,405,100,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0.5,0.25,0,0,0,0
6.5,800,85,100,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0.5,0.25,0,0,0,0
6.6,25,1115,100,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.125,0,1,0.5,0,0.5,0.25,0,0,0,0
6.7,25,1065,100,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,1,0.5,0,0.5,0.25,0,0,0,0
6.7,600,718,100,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,1,0.5,0,0.5,0.25,0,0,0,0
6.7,800,135,100,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,1,0.5,0,0.5,0.25,0,0,0,0
6.8,25,1025,100,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.375,0,1,0.5,0,0.5,0.25,0,0,0,0
6.9,25,980,101,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,1,0.5,0,0.5,0.25,0,0,0,0
6.9,600,859,101,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,1,0.5,0,0.5,0.25,0,0,0,0
6.9,800,195,101,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,1,0.5,0,0.5,0.25,0,0,0,0
7.7,25,213,212,0,1,1,0,0,0,0,0,1,0,0.25,1,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0
7.7,25,393,212,0,1,1,0,0,0,0,0,1,0,0.25,1,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0
7.7,25,792,212,0,1,0,1,0,0,0,0,1,0,0.25,1,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0
7.7,25,559,212,0,1,0,1,0,0,0,0,1,0,0.25,1,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0
7.7,25,512,212,0,1,0,1,0,0,0,0,1,0,0.25,1,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0
7.7,25,476,212,0,1,0,1,0,0,0,0,1,0,0.25,1,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0
8,25,353,220,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13.7,25,1217,250,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
8,25,1199.26,220,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8,25,1269.23,220,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8,25,1371.21,220,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8,25,1362.74,220,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8,25,1241.81,220,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8,25,930.3,220,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8,25,729.21,220,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8,25,494.82,220,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8,25,366.88,220,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8,25,290.65,220,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8,25,258.76,220,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7.5,25,280,204,0,1,1,0,0,0,0,0,1,0.143,0,1,0.571,0,0.343,0.8,0,0,0,0,0,0,0,0,0,0,0,0
7.2,25,320,195,0,1,0,1,0,0,0,0,1,0.286,0,1,0.571,0,0.343,0.657,0,0,0,0,0,0,0,0,0,0,0,0
7.5,25,1253,204,0,1,1,0,0,0,0,0,1,0.143,0,1,0.571,0,0.343,0.8,0,0,0,0,0,0,0,0,0,0,0,0
7.2,25,1400,195,0,1,0,1,0,0,0,0,1,0.286,0,1,0.571,0,0.343,0.657,0,0,0,0,0,0,0,0,0,0,0,0
8.3,25,489,231,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0.15,0,0,0,0,0,0,0,0,0,0,0
8.3,25,1136,231,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0.15,0,0,0,0,0,0,0,0,0,0,0
8.3,25,1301,231,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0.15,0,0,0,0,0,0,0,0,0,0,0
7.5,25,268,167,1,0,1,0,0,0,0,0,1,0.333,0.333,0.333,1,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0
7.8,25,225,195,0,1,1,0,0,0,0,0,1,0,1,1,1,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
7.8,25,705,195,0,1,0,1,0,0,0,0,1,0,1,1,1,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
7.8,25,320,195,0,1,0,1,0,0,0,0,1,0,1,1,1,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2,25,422,73,1,0,1,0,0,0,0,0,1,1,0,0.077,0,0.231,0,0,0,0,0.077,0,0,0,0,0,0,0.077,0,0.077
3.2,25,534,72,1,0,1,0,0,0,0,0,1,1,0,0,0.077,0.231,0,0,0,0,0.077,0,0,0,0,0,0,0.077,0,0.077
3.1,25,490,75,1,0,1,0,0,0,0,0,1,1,0,0,0,0.231,0.077,0,0,0,0.077,0,0,0,0,0,0,0.077,0,0.077
3.2,25,622,73,1,0,1,0,0,0,0,0,1,1,0,0,0,0.231,0,0.077,0,0,0.077,0,0,0,0,0,0,0.077,0,0.077
8.3,25,400,232,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0.2,0,0,0,0,0,0,0,0,0,0,0
7.4,25,2475.41,212,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0.4,0,0,0,0,0,0,0,0
7.3,25,2380.79,208,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0
7.2,25,1923.15,204,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0.6,0,0,0,0,0,0,0,0
8.3,25,300,206,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
9.9,25,1155,107,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0
8.9,25,1144,115,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
10,25,620,136,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
6.5,25,956,94,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
9.9,25,1512,137,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0
10.2,25,1600,143,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0
8.7,25,1351,128,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0
10.9,25,1524,141,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0
10.8,25,1369,155,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
9.9,800,1007,137,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0
10.2,800,1045,143,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0
8.7,800,829,128,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0
10.9,800,1005,141,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0
10.8,800,822,155,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
9.9,1000,814,137,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0
10.2,1000,855,143,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0
8.7,1000,721,128,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0
10.9,1000,927,141,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0
10.8,1000,778,155,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
9.9,1200,556,137,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0
10.2,1200,404,143,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0
8.7,1200,301,128,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0
10.9,1200,694,141,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0
10.8,1200,699,155,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
10.9,1400,278,141,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0
10.8,1400,367,155,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
9.9,25,1438,107,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0
9.9,25,1159,107,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0
9.9,25,1134,107,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0
9.9,25,1094,107,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0
9.9,25,1071,107,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0
9.9,25,1107,107,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0
9.9,25,1115,107,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0
9.9,25,1114,107,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0
